numerical__MSSubClass,numerical__LotFrontage,numerical__LotArea,numerical__OverallQual,numerical__OverallCond,numerical__YearBuilt,numerical__YearRemodAdd,numerical__MasVnrArea,numerical__BsmtFinSF1,numerical__BsmtFinSF2,numerical__BsmtUnfSF,numerical__TotalBsmtSF,numerical__1stFlrSF,numerical__2ndFlrSF,numerical__LowQualFinSF,numerical__GrLivArea,numerical__BsmtFullBath,numerical__BsmtHalfBath,numerical__FullBath,numerical__HalfBath,numerical__BedroomAbvGr,numerical__KitchenAbvGr,numerical__TotRmsAbvGrd,numerical__Fireplaces,numerical__GarageYrBlt,numerical__GarageCars,numerical__GarageArea,numerical__WoodDeckSF,numerical__OpenPorchSF,numerical__EnclosedPorch,numerical__3SsnPorch,numerical__ScreenPorch,numerical__MoSold,numerical__YrSold,categorical__MSZoning,categorical__Street,categorical__LotShape,categorical__LandContour,categorical__Utilities,categorical__LotConfig,categorical__LandSlope,categorical__Neighborhood,categorical__Condition1,categorical__Condition2,categorical__BldgType,categorical__HouseStyle,categorical__RoofStyle,categorical__RoofMatl,categorical__Exterior1st,categorical__Exterior2nd,categorical__MasVnrType,categorical__ExterQual,categorical__ExterCond,categorical__Foundation,categorical__BsmtQual,categorical__BsmtCond,categorical__BsmtExposure,categorical__BsmtFinType1,categorical__BsmtFinType2,categorical__Heating,categorical__HeatingQC,categorical__CentralAir,categorical__Electrical,categorical__KitchenQual,categorical__Functional,categorical__GarageType,categorical__GarageFinish,categorical__GarageQual,categorical__GarageCond,categorical__PavedDrive,categorical__SaleType,categorical__SaleCondition
60.0,92.0,12003.0,8.0,5.0,2009.0,2010.0,84.0,0.0,0.0,774.0,774.0,774.0,1194.0,0.0,1968.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,2009.0,3.0,680.0,0.0,75.0,0.0,0.0,0.0,5.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,New,Partial
20.0,70.34384858044164,11241.0,6.0,7.0,1970.0,1970.0,180.0,578.0,0.0,426.0,1004.0,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1970.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
50.0,50.0,7585.0,5.0,3.0,1948.0,1950.0,0.0,0.0,0.0,810.0,810.0,1002.0,454.0,0.0,1456.0,1.0,1.0,1.0,0.0,4.0,1.0,7.0,1.0,1954.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,GasA,Fa,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,P,WD,Normal
50.0,70.0,8737.0,6.0,7.0,1923.0,1950.0,0.0,300.0,0.0,765.0,1065.0,915.0,720.0,0.0,1635.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1950.0,2.0,440.0,0.0,38.0,0.0,144.0,0.0,5.0,2007.0,RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
50.0,78.0,17503.0,6.0,5.0,1948.0,1950.0,0.0,0.0,0.0,912.0,912.0,912.0,546.0,0.0,1458.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,1948.0,1.0,330.0,192.0,0.0,0.0,0.0,0.0,1.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Abnorml
120.0,70.34384858044164,4500.0,6.0,5.0,1999.0,1999.0,425.0,883.0,0.0,341.0,1224.0,1224.0,0.0,0.0,1224.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,1999.0,2.0,402.0,0.0,304.0,0.0,0.0,0.0,6.0,2009.0,RM,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
120.0,43.0,3013.0,7.0,5.0,2005.0,2005.0,145.0,16.0,0.0,1346.0,1362.0,1506.0,0.0,0.0,1506.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2005.0,2.0,440.0,142.0,20.0,0.0,0.0,0.0,4.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
20.0,89.0,10680.0,5.0,3.0,1951.0,1951.0,44.0,756.0,0.0,1380.0,2136.0,2136.0,0.0,0.0,2136.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,0.0,1951.0,2.0,528.0,0.0,30.0,0.0,0.0,0.0,10.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,TA,N,FuseA,TA,Mod,Detchd,Unf,TA,TA,Y,WD,Normal
160.0,24.0,2572.0,7.0,5.0,1999.0,1999.0,0.0,604.0,0.0,92.0,696.0,696.0,720.0,0.0,1416.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,1999.0,2.0,484.0,0.0,44.0,0.0,0.0,0.0,5.0,2010.0,FV,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Hip,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
20.0,70.34384858044164,11400.0,10.0,5.0,2001.0,2002.0,705.0,1282.0,0.0,1351.0,2633.0,2633.0,0.0,0.0,2633.0,1.0,0.0,2.0,1.0,2.0,1.0,8.0,2.0,2001.0,3.0,804.0,314.0,140.0,0.0,0.0,0.0,3.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
20.0,74.0,9612.0,8.0,5.0,2008.0,2009.0,72.0,0.0,0.0,1468.0,1468.0,1468.0,0.0,0.0,1468.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2008.0,3.0,898.0,210.0,150.0,0.0,0.0,0.0,12.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial
20.0,57.0,7677.0,5.0,5.0,1953.0,1953.0,0.0,570.0,0.0,203.0,773.0,773.0,0.0,0.0,773.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1953.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Abnorml
160.0,21.0,1680.0,5.0,5.0,1971.0,1971.0,142.0,0.0,0.0,630.0,630.0,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,1991.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,COD,Abnorml
20.0,60.0,7200.0,5.0,7.0,1951.0,2000.0,0.0,234.0,486.0,180.0,900.0,900.0,0.0,0.0,900.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,0.0,2005.0,2.0,576.0,222.0,32.0,0.0,0.0,0.0,5.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
45.0,50.0,6000.0,6.0,7.0,1926.0,2004.0,0.0,0.0,0.0,884.0,884.0,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1926.0,1.0,180.0,0.0,0.0,105.0,0.0,0.0,1.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
20.0,70.34384858044164,16381.0,6.0,5.0,1969.0,1969.0,312.0,1110.0,0.0,734.0,1844.0,1844.0,0.0,0.0,1844.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1969.0,2.0,540.0,0.0,73.0,216.0,0.0,0.0,12.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,Av,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
120.0,43.0,3182.0,7.0,5.0,2005.0,2006.0,16.0,16.0,0.0,1357.0,1373.0,1555.0,0.0,0.0,1555.0,0.0,0.0,2.0,0.0,2.0,1.0,7.0,1.0,2005.0,2.0,430.0,143.0,20.0,0.0,0.0,0.0,5.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
20.0,74.0,8532.0,5.0,6.0,1954.0,1990.0,650.0,1213.0,0.0,84.0,1297.0,1297.0,0.0,0.0,1297.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,1.0,1954.0,2.0,498.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
50.0,50.0,8405.0,4.0,3.0,1945.0,1950.0,0.0,0.0,0.0,0.0,0.0,1088.0,441.0,0.0,1529.0,0.0,0.0,2.0,0.0,4.0,1.0,9.0,0.0,1945.0,1.0,240.0,92.0,0.0,185.0,0.0,0.0,4.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,Slab,TA,TA,No,Unf,Unf,Wall,TA,N,FuseF,TA,Mod,Detchd,Unf,TA,TA,N,WD,Normal
20.0,70.34384858044164,13680.0,3.0,5.0,1955.0,1955.0,0.0,0.0,0.0,0.0,0.0,1733.0,0.0,0.0,1733.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1955.0,2.0,452.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Min2,Attchd,Unf,TA,TA,Y,WD,Normal
60.0,76.0,9291.0,6.0,5.0,1993.0,1993.0,120.0,426.0,0.0,406.0,832.0,832.0,878.0,0.0,1710.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1993.0,2.0,506.0,144.0,70.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
80.0,78.0,12090.0,6.0,7.0,1984.0,2003.0,74.0,0.0,0.0,585.0,585.0,1140.0,728.0,0.0,1868.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,1.0,1984.0,2.0,477.0,268.0,112.0,0.0,0.0,147.0,1.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,WD,Abnorml
20.0,80.0,17400.0,5.0,5.0,1977.0,1977.0,0.0,936.0,0.0,190.0,1126.0,1126.0,0.0,0.0,1126.0,1.0,0.0,2.0,0.0,3.0,1.0,5.0,1.0,1977.0,2.0,484.0,295.0,41.0,0.0,0.0,0.0,5.0,2006.0,RL,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,P,WD,Normal
160.0,70.34384858044164,5105.0,7.0,5.0,2004.0,2004.0,0.0,239.0,0.0,312.0,551.0,551.0,551.0,0.0,1102.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,2004.0,2.0,480.0,0.0,60.0,0.0,0.0,0.0,3.0,2007.0,FV,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
50.0,57.0,7558.0,6.0,6.0,1928.0,1950.0,0.0,0.0,0.0,896.0,896.0,1172.0,741.0,0.0,1913.0,0.0,0.0,1.0,1.0,3.0,1.0,9.0,1.0,1929.0,2.0,342.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Stone,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,Fa,Y,WD,Normal
120.0,53.0,3982.0,8.0,5.0,2006.0,2006.0,0.0,1154.0,0.0,366.0,1520.0,1567.0,0.0,0.0,1567.0,1.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,2006.0,3.0,648.0,312.0,0.0,0.0,0.0,0.0,10.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial
20.0,80.0,9600.0,5.0,6.0,1956.0,1956.0,0.0,504.0,0.0,546.0,1050.0,1050.0,0.0,0.0,1050.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1956.0,1.0,338.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
20.0,92.0,11932.0,8.0,5.0,2007.0,2008.0,186.0,0.0,0.0,1580.0,1580.0,1580.0,0.0,0.0,1580.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2008.0,3.0,830.0,0.0,24.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,ConLD,Partial
20.0,72.0,8640.0,8.0,5.0,2009.0,2009.0,72.0,936.0,0.0,364.0,1300.0,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2009.0,2.0,552.0,135.0,112.0,0.0,0.0,0.0,9.0,2009.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial
50.0,60.0,10440.0,6.0,7.0,1920.0,1950.0,0.0,493.0,0.0,1017.0,1510.0,1584.0,1208.0,0.0,2792.0,0.0,0.0,2.0,0.0,5.0,1.0,8.0,2.0,1920.0,2.0,520.0,0.0,547.0,0.0,0.0,480.0,6.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,Gd,Gd,BrkTil,Gd,TA,No,LwQ,Unf,GasW,Ex,Y,SBrkr,TA,Mod,Detchd,Unf,Fa,TA,Y,WD,Normal
60.0,79.0,12798.0,6.0,5.0,1997.0,1997.0,0.0,462.0,0.0,154.0,616.0,616.0,1072.0,0.0,1688.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,0.0,1997.0,2.0,603.0,403.0,114.0,185.0,0.0,0.0,5.0,2008.0,RL,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
20.0,70.34384858044164,11120.0,6.0,6.0,1984.0,1984.0,0.0,660.0,0.0,572.0,1232.0,1232.0,0.0,0.0,1232.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1984.0,2.0,516.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
160.0,24.0,1300.0,6.0,6.0,1980.0,1980.0,0.0,285.0,0.0,276.0,561.0,561.0,668.0,0.0,1229.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,1980.0,2.0,462.0,150.0,0.0,0.0,0.0,0.0,5.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
190.0,107.0,10615.0,3.0,5.0,1900.0,1970.0,0.0,440.0,0.0,538.0,978.0,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0.0,3.0,2.0,7.0,0.0,1920.0,2.0,420.0,0.0,74.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,CarPort,Unf,Fa,Fa,Y,WD,Abnorml
20.0,60.0,6000.0,4.0,4.0,1953.0,1953.0,0.0,0.0,0.0,936.0,936.0,936.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1974.0,2.0,576.0,0.0,32.0,112.0,0.0,0.0,2.0,2009.0,RM,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Min2,Detchd,Unf,TA,TA,Y,WD,Normal
60.0,41.0,12393.0,7.0,5.0,2004.0,2005.0,0.0,0.0,0.0,847.0,847.0,847.0,1101.0,0.0,1948.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,2004.0,2.0,434.0,100.0,48.0,0.0,0.0,0.0,9.0,2006.0,RL,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal
60.0,74.0,8834.0,9.0,5.0,2004.0,2005.0,216.0,1170.0,0.0,292.0,1462.0,1462.0,762.0,0.0,2224.0,1.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,2004.0,3.0,738.0,184.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
90.0,82.0,6270.0,5.0,6.0,1949.0,1950.0,0.0,284.0,0.0,717.0,1001.0,1001.0,1001.0,0.0,2002.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1949.0,3.0,871.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,RH,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,N,FuseA,TA,Typ,2Types,Unf,TA,TA,Y,WD,Normal
60.0,70.34384858044164,14803.0,6.0,5.0,1971.0,1971.0,252.0,416.0,0.0,409.0,825.0,1097.0,896.0,0.0,1993.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1971.0,2.0,495.0,0.0,66.0,0.0,0.0,0.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
60.0,95.0,13450.0,7.0,5.0,2002.0,2002.0,0.0,700.0,0.0,216.0,916.0,920.0,941.0,0.0,1861.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2002.0,2.0,492.0,146.0,91.0,0.0,0.0,0.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,WD,Normal
20.0,80.0,9600.0,5.0,6.0,1959.0,1959.0,132.0,991.0,0.0,50.0,1041.0,1041.0,0.0,0.0,1041.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1959.0,1.0,270.0,224.0,88.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
30.0,60.0,6180.0,6.0,5.0,1926.0,1950.0,0.0,0.0,0.0,960.0,960.0,986.0,0.0,0.0,986.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1926.0,1.0,180.0,0.0,128.0,0.0,0.0,0.0,5.0,2007.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
120.0,70.34384858044164,3136.0,7.0,5.0,2003.0,2003.0,163.0,0.0,0.0,1405.0,1405.0,1405.0,0.0,0.0,1405.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2003.0,2.0,478.0,148.0,36.0,0.0,0.0,0.0,3.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
